episode,phase,step0_tool,reward,success,top_patterns
158,Sensory Conversion Mastery,operator.gt,-1.0,0,builtins.float:0.107|builtins.float:0.094|builtins.float:0.093
159,Sensory Conversion Mastery,none,1.0,1,builtins.float:0.107|builtins.float:0.100|builtins.float:0.094
160,Sensory Conversion Mastery,re.findall,1.0,1,builtins.float:0.101|builtins.float:0.100|builtins.float:0.089
161,Sensory Conversion Mastery,none,1.0,1,builtins.float:0.101|builtins.float:0.100|builtins.float:0.100
162,Sensory Conversion Mastery,none,1.0,1,builtins.float:0.101|builtins.float:0.100|builtins.float:0.100
163,Sensory Conversion Mastery,builtins.float,1.0,1,builtins.float:0.100|builtins.float:0.084|builtins.float:0.084
164,Sensory Conversion Mastery,builtins.float,1.0,1,builtins.float:0.100|builtins.float:0.097|builtins.float:0.082
165,Container Mastery,builtins.float,-1.0,0,builtins.float:0.140|builtins.float:0.119|builtins.float:0.107
166,Container Mastery,none,1.0,1,builtins.float:0.140|builtins.float:0.119|builtins.float:0.107
167,Container Mastery,none,1.0,1,builtins.float:0.140|builtins.float:0.119|builtins.float:0.107
168,Container Mastery,none,1.0,1,builtins.float:0.140|builtins.float:0.119|builtins.float:0.107
169,Container Mastery,none,1.0,1,builtins.float:0.140|builtins.float:0.119|builtins.float:0.107
170,Container Mastery,builtins.float,-1.0,0,builtins.float:0.141|builtins.float:0.115|builtins.float:0.098
171,Container Mastery,none,1.0,1,builtins.float:0.141|builtins.float:0.115|operator.getitem:0.100
172,Container Mastery,builtins.float,-1.0,0,builtins.float:0.159|builtins.float:0.120|builtins.float:0.104
173,Container Mastery,none,1.0,1,builtins.float:0.159|builtins.float:0.120|builtins.float:0.104
174,Container Mastery,none,1.0,1,builtins.float:0.159|builtins.float:0.120|builtins.float:0.104
175,Container Mastery,none,1.0,1,builtins.float:0.159|builtins.float:0.120|builtins.float:0.104
176,Container Mastery,none,1.0,1,builtins.float:0.159|builtins.float:0.120|builtins.float:0.104
177,Container Mastery,builtins.float,-1.0,0,builtins.float:0.130|builtins.float:0.092|builtins.float:0.088
178,Container Mastery,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|builtins.float:0.092
179,Container Mastery,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|re.findall:0.100
180,Container Mastery,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|re.findall:0.100
181,Container Mastery,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|re.findall:0.100
182,Container Mastery,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|re.findall:0.100
183,Sensory Priming,none,1.0,1,builtins.float:0.130|operator.getitem:0.100|re.findall:0.100
184,Sensory Priming,builtins.float,-1.0,0,builtins.float:0.083|operator.getitem:0.061|operator.getitem:0.061
185,Sensory Priming,operator.getitem,-1.0,0,builtins.float:0.080|operator.getitem:0.067|operator.getitem:0.066
186,Sensory Priming,none,1.0,1,re.findall:0.100|builtins.float:0.080|operator.getitem:0.067
187,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|builtins.float:0.080
188,Sensory Priming,builtins.float,-1.0,0,re.findall:0.079|re.findall:0.078|operator.getitem:0.064
189,Sensory Priming,operator.getitem,-1.0,0,re.findall:0.084|re.findall:0.080|operator.getitem:0.074
190,Sensory Priming,builtins.float,-1.0,0,re.findall:0.091|re.findall:0.087|operator.getitem:0.082
191,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.087
192,Sensory Priming,re.findall,-1.0,0,re.findall:0.089|re.findall:0.084|re.findall:0.082
193,Sensory Priming,re.findall,-1.0,0,re.findall:0.092|re.findall:0.091|operator.getitem:0.084
194,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.091
195,Sensory Priming,operator.getitem,-1.0,0,re.findall:0.093|re.findall:0.092|re.findall:0.083
196,Sensory Priming,re.findall,-1.0,0,re.findall:0.104|re.findall:0.098|re.findall:0.089
197,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.098
198,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
199,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
200,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
201,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
202,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
203,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
204,Sensory Priming,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
205,Sensory Priming,operator.getitem,-1.0,0,re.findall:0.066|re.findall:0.058|re.findall:0.058
206,Sensory Priming,re.findall,-1.0,0,re.findall:0.072|re.findall:0.066|re.findall:0.066
207,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.072|re.findall:0.066
208,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.072
209,Sensory Priming,re.findall,-1.0,0,re.findall:0.083|re.findall:0.081|re.findall:0.065
210,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.081
211,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
212,Sensory Priming,operator.getitem,-1.0,0,re.findall:0.083|re.findall:0.083|re.findall:0.073
213,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.083
214,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
215,Sensory Priming,re.findall,-1.0,0,re.findall:0.082|re.findall:0.077|re.findall:0.076
216,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.077
217,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
218,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
219,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
220,Sensory Priming,re.findall,-1.0,0,re.findall:0.070|re.findall:0.070|re.findall:0.070
221,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.070|re.findall:0.070
222,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.070
223,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
224,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
225,Sensory Priming,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
226,Hierarchical Chaining,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
227,Hierarchical Chaining,re.findall,-1.0,0,re.findall:0.062|re.findall:0.062|re.findall:0.061
228,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|re.findall:0.062|re.findall:0.062
229,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|re.findall:0.062
230,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
231,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
232,Hierarchical Chaining,re.findall,-1.0,0,math.sqrt:0.057|math.sqrt:0.057|math.sqrt:0.054
233,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.057|math.sqrt:0.057
234,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.057
235,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
236,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.064|math.sqrt:0.064|builtins.float:0.059
237,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.064|math.sqrt:0.064
238,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.064
239,Hierarchical Chaining,math.sqrt,-1.0,0,builtins.float:0.066|math.sqrt:0.065|math.sqrt:0.053
240,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|builtins.float:0.066|math.sqrt:0.065
241,Hierarchical Chaining,re.findall,-1.0,0,builtins.float:0.073|builtins.float:0.057|math.sqrt:0.054
242,Hierarchical Chaining,re.findall,-1.0,0,builtins.float:0.063|builtins.float:0.055|re.findall:0.052
243,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.063|builtins.float:0.055
244,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.063
245,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
246,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
247,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
248,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.062|builtins.float:0.059|builtins.float:0.059
249,Hierarchical Chaining,re.findall,-1.0,0,math.sqrt:0.062|math.sqrt:0.056|builtins.float:0.056
250,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.062|math.sqrt:0.056
251,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.062
252,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.100|builtins.float:0.100
253,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.100|builtins.float:0.100
254,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.069|math.sqrt:0.069|math.sqrt:0.064
255,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.069|math.sqrt:0.069
256,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.078|math.sqrt:0.069|math.sqrt:0.066
257,Hierarchical Chaining,re.findall,-1.0,0,math.sqrt:0.078|math.sqrt:0.077|math.sqrt:0.069
258,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.078|math.sqrt:0.077
259,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.078
260,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.082|math.sqrt:0.078|math.sqrt:0.068
261,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.090|math.sqrt:0.089|math.sqrt:0.073
262,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.103|math.sqrt:0.091|math.sqrt:0.080
263,Hierarchical Chaining,none,1.0,1,math.sqrt:0.103|builtins.float:0.100|math.sqrt:0.091
264,Hierarchical Chaining,none,1.0,1,math.sqrt:0.103|builtins.float:0.100|math.sqrt:0.100
265,Hierarchical Chaining,none,1.0,1,math.sqrt:0.103|builtins.float:0.100|math.sqrt:0.100
266,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.090|math.sqrt:0.079|math.sqrt:0.078
267,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.102|math.sqrt:0.087|math.sqrt:0.086
268,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.110|math.sqrt:0.096|math.sqrt:0.092
269,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.096
270,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.100
271,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.098|math.sqrt:0.088|math.sqrt:0.088
272,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.105|math.sqrt:0.102|math.sqrt:0.091
273,Hierarchical Chaining,none,1.0,1,math.sqrt:0.105|math.sqrt:0.102|math.sqrt:0.100
274,Hierarchical Chaining,none,1.0,1,math.sqrt:0.105|math.sqrt:0.102|math.sqrt:0.100
275,Hierarchical Chaining,none,1.0,1,math.sqrt:0.105|math.sqrt:0.102|math.sqrt:0.100
276,Hierarchical Chaining,none,1.0,1,math.sqrt:0.105|math.sqrt:0.102|math.sqrt:0.100
277,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.093|math.sqrt:0.076|math.sqrt:0.074
278,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.107|math.sqrt:0.084|math.sqrt:0.075
279,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.120|math.sqrt:0.095|math.sqrt:0.075
280,Hierarchical Chaining,none,1.0,1,math.sqrt:0.120|math.sqrt:0.100|math.sqrt:0.095
281,Hierarchical Chaining,none,1.0,1,math.sqrt:0.120|math.sqrt:0.100|builtins.float:0.100
282,Hierarchical Chaining,none,1.0,1,math.sqrt:0.120|math.sqrt:0.100|builtins.float:0.100
283,Hierarchical Chaining,none,1.0,1,math.sqrt:0.120|math.sqrt:0.100|builtins.float:0.100
284,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.094|math.sqrt:0.074|math.sqrt:0.073
285,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.097|math.sqrt:0.081|builtins.float:0.074
286,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.093|math.sqrt:0.088|builtins.float:0.084
287,Hierarchical Chaining,math.sqrt,-1.0,0,builtins.float:0.095|math.sqrt:0.090|math.sqrt:0.087
288,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.095|math.sqrt:0.090
289,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.096|builtins.float:0.095|builtins.float:0.081
290,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.096|builtins.float:0.095
291,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.106|math.sqrt:0.094|builtins.float:0.089
292,Hierarchical Chaining,none,1.0,1,math.sqrt:0.106|builtins.float:0.100|math.sqrt:0.094
293,Hierarchical Chaining,none,1.0,1,math.sqrt:0.106|builtins.float:0.100|math.sqrt:0.100
294,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.110|math.sqrt:0.089|math.sqrt:0.086
295,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.089
296,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.100
297,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.100
298,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.100
299,Hierarchical Chaining,none,1.0,1,math.sqrt:0.110|math.sqrt:0.100|math.sqrt:0.100
300,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.089|math.sqrt:0.071|math.sqrt:0.068
301,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.104|math.sqrt:0.083|math.sqrt:0.073
302,Hierarchical Chaining,none,1.0,1,math.sqrt:0.104|builtins.float:0.100|math.sqrt:0.083
303,Hierarchical Chaining,none,1.0,1,math.sqrt:0.104|builtins.float:0.100|math.sqrt:0.100
304,Hierarchical Chaining,none,1.0,1,math.sqrt:0.104|builtins.float:0.100|math.sqrt:0.100
305,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.088|math.sqrt:0.080|math.sqrt:0.078
306,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.096|math.sqrt:0.093|math.sqrt:0.087
307,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.096|math.sqrt:0.093
308,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.096
309,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
310,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
311,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
312,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
313,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.074|math.sqrt:0.063|math.sqrt:0.062
314,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.090|math.sqrt:0.067|math.sqrt:0.065
315,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.090|math.sqrt:0.067
316,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.090
317,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.091|math.sqrt:0.084|builtins.float:0.075
318,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.091|math.sqrt:0.084
319,Hierarchical Chaining,builtins.float,-1.0,0,math.sqrt:0.096|builtins.float:0.085|math.sqrt:0.085
320,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.096|builtins.float:0.085
321,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.099|builtins.float:0.082|builtins.float:0.082
322,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.105|builtins.float:0.089|builtins.float:0.085
323,Hierarchical Chaining,none,1.0,1,math.sqrt:0.105|math.sqrt:0.100|builtins.float:0.089
324,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.094|builtins.float:0.086|math.sqrt:0.086
325,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.094|builtins.float:0.086
326,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.094
327,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
328,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
329,Hierarchical Chaining,none,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
330,Hierarchical Chaining,math.sqrt,-1.0,0,math.sqrt:0.068|math.sqrt:0.066|builtins.float:0.065
331,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|math.sqrt:0.068|math.sqrt:0.066
332,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.068
333,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
334,Hierarchical Chaining,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
335,Arithmetic Reasoning,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
336,Arithmetic Reasoning,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
337,Arithmetic Reasoning,none,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
338,Arithmetic Reasoning,math.sqrt,-1.0,0,math.sqrt:0.059|math.sqrt:0.058|builtins.float:0.058
339,Arithmetic Reasoning,builtins.float,1.0,1,builtins.float:0.100|math.sqrt:0.059|math.sqrt:0.058
340,Arithmetic Reasoning,builtins.float,-1.0,0,builtins.float:0.081|builtins.float:0.057|math.sqrt:0.056
341,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.081|builtins.float:0.057
342,Arithmetic Reasoning,builtins.float,1.0,1,sympy.sympify:0.100|builtins.float:0.100|builtins.float:0.073
343,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.100
344,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.100
345,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.100
346,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.100
347,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.100
348,Arithmetic Reasoning,math.sqrt,-1.0,0,sympy.sympify:0.130|math.sqrt:0.054|math.sqrt:0.053
349,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.130|sympy.sympify:0.100|math.sqrt:0.054
350,Arithmetic Reasoning,sympy.sympify,1.0,1,sympy.sympify:0.122|sympy.sympify:0.101|sympy.sympify:0.100
351,Pattern Extraction,none,1.0,1,sympy.sympify:0.122|sympy.sympify:0.101|sympy.sympify:0.100
352,Pattern Extraction,builtins.float,-1.0,0,sympy.sympify:0.158|sympy.sympify:0.134|sympy.sympify:0.062
353,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.134|re.findall:0.100
354,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.134|re.findall:0.100
355,Pattern Extraction,math.sqrt,-1.0,0,sympy.sympify:0.165|sympy.sympify:0.138|re.findall:0.067
356,Pattern Extraction,none,1.0,1,sympy.sympify:0.165|sympy.sympify:0.138|re.findall:0.100
357,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.153|sympy.sympify:0.152|re.findall:0.077
358,Pattern Extraction,none,1.0,1,sympy.sympify:0.153|sympy.sympify:0.152|re.findall:0.100
359,Pattern Extraction,none,1.0,1,sympy.sympify:0.153|sympy.sympify:0.152|re.findall:0.100
360,Pattern Extraction,builtins.float,-1.0,0,sympy.sympify:0.146|sympy.sympify:0.125|re.findall:0.075
361,Pattern Extraction,re.findall,-1.0,0,sympy.sympify:0.158|sympy.sympify:0.117|re.findall:0.073
362,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.117|re.findall:0.100
363,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.117|re.findall:0.100
364,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.117|re.findall:0.100
365,Pattern Extraction,none,1.0,1,sympy.sympify:0.158|sympy.sympify:0.117|re.findall:0.100
366,Pattern Extraction,re.findall,-1.0,0,sympy.sympify:0.114|sympy.sympify:0.076|re.findall:0.071
367,Pattern Extraction,none,1.0,1,sympy.sympify:0.114|re.findall:0.100|sympy.sympify:0.076
368,Pattern Extraction,none,1.0,1,sympy.sympify:0.114|re.findall:0.100|re.findall:0.100
369,Pattern Extraction,re.findall,-1.0,0,sympy.sympify:0.088|re.findall:0.084|re.findall:0.082
370,Pattern Extraction,sympy.sympify,-1.0,0,re.findall:0.090|re.findall:0.085|re.findall:0.082
371,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.095|re.findall:0.092
372,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.101|re.findall:0.092
373,Pattern Extraction,math.sqrt,-1.0,0,re.findall:0.133|re.findall:0.105|re.findall:0.103
374,Pattern Extraction,builtins.float,-1.0,0,re.findall:0.149|re.findall:0.127|re.findall:0.095
375,Pattern Extraction,none,1.0,1,re.findall:0.149|re.findall:0.127|re.findall:0.100
376,Pattern Extraction,re.findall,-1.0,0,re.findall:0.144|re.findall:0.133|re.findall:0.087
377,Pattern Extraction,none,1.0,1,re.findall:0.144|re.findall:0.133|re.findall:0.100
378,Pattern Extraction,none,1.0,1,re.findall:0.144|re.findall:0.133|re.findall:0.100
379,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.121|re.findall:0.088
380,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.100
381,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.100
382,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.100
383,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.100
384,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.082|re.findall:0.075
385,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.082
386,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.078|re.findall:0.078
387,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.090|re.findall:0.087
388,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.090
389,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.094
390,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.084|re.findall:0.084
391,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.084
392,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
393,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.083|re.findall:0.079
394,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.083
395,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.090|re.findall:0.080
396,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.090
397,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.093|re.findall:0.091
398,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.093
399,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
400,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
401,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.083|re.findall:0.077
402,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.083
403,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
404,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
405,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.076|re.findall:0.076
406,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.084|re.findall:0.079
407,Pattern Extraction,re.findall,-1.0,0,re.findall:0.107|re.findall:0.097|re.findall:0.088
408,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.097
409,Pattern Extraction,re.findall,-1.0,0,re.findall:0.117|re.findall:0.103|re.findall:0.091
410,Pattern Extraction,re.findall,-1.0,0,re.findall:0.141|re.findall:0.115|re.findall:0.097
411,Pattern Extraction,re.findall,-1.0,0,re.findall:0.165|re.findall:0.123|re.findall:0.105
412,Pattern Extraction,re.findall,-1.0,0,re.findall:0.188|re.findall:0.130|re.findall:0.111
413,Pattern Extraction,none,1.0,1,re.findall:0.188|re.findall:0.130|re.findall:0.111
414,Pattern Extraction,none,1.0,1,re.findall:0.188|re.findall:0.130|re.findall:0.111
415,Pattern Extraction,re.findall,-1.0,0,re.findall:0.182|re.findall:0.113|re.findall:0.092
416,Pattern Extraction,none,1.0,1,re.findall:0.182|re.findall:0.113|re.findall:0.100
417,Pattern Extraction,none,1.0,1,re.findall:0.182|re.findall:0.113|re.findall:0.100
418,Pattern Extraction,re.findall,-1.0,0,re.findall:0.174|re.findall:0.094|re.findall:0.085
419,Pattern Extraction,re.findall,-1.0,0,re.findall:0.190|re.findall:0.094|re.findall:0.090
420,Pattern Extraction,none,1.0,1,re.findall:0.190|re.findall:0.100|re.findall:0.094
421,Pattern Extraction,re.findall,-1.0,0,re.findall:0.186|re.findall:0.098|re.findall:0.093
422,Pattern Extraction,none,1.0,1,re.findall:0.186|re.findall:0.100|re.findall:0.098
423,Pattern Extraction,none,1.0,1,re.findall:0.186|re.findall:0.100|re.findall:0.100
424,Pattern Extraction,re.findall,-1.0,0,re.findall:0.156|re.findall:0.095|re.findall:0.088
425,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.100|re.findall:0.095
426,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.100|re.findall:0.100
