episode,phase,step0_tool,reward,success,top_patterns
625,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.081
626,Pattern Extraction,standard,-1.0,0,re.findall:0.087|re.findall:0.087|re.findall:0.086
627,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.087
628,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.088|re.findall:0.084
629,Pattern Extraction,standard,-1.0,0,re.findall:0.113|re.findall:0.096|re.findall:0.084
630,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.096
631,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.100
632,Pattern Extraction,standard,-1.0,0,re.findall:0.103|re.findall:0.088|re.findall:0.085
633,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.098|re.findall:0.092
634,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.098
635,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
636,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
637,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
638,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.100
639,Pattern Extraction,standard,-1.0,0,re.findall:0.078|re.findall:0.076|re.findall:0.068
640,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.077|re.findall:0.076
641,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.077
642,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.082|re.findall:0.076
643,Pattern Extraction,standard,-1.0,0,re.findall:0.106|re.findall:0.081|re.findall:0.080
644,Pattern Extraction,standard,1.0,1,re.findall:0.106|re.findall:0.100|re.findall:0.081
645,Pattern Extraction,standard,1.0,1,re.findall:0.106|re.findall:0.100|re.findall:0.100
646,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.085|re.findall:0.081
647,Pattern Extraction,standard,-1.0,0,re.findall:0.098|re.findall:0.098|re.findall:0.088
648,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.101|re.findall:0.093
649,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.101|re.findall:0.100
650,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.101|re.findall:0.100
651,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.101|re.findall:0.100
652,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.080
653,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.085
654,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.083
655,Pattern Extraction,standard,-1.0,0,re.findall:0.103|re.findall:0.099|re.findall:0.099
656,Pattern Extraction,standard,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.099
657,Pattern Extraction,standard,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
658,Pattern Extraction,standard,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
659,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.091|re.findall:0.087
660,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.091
661,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.091|re.findall:0.090
662,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.101|re.findall:0.092
663,Pattern Extraction,standard,-1.0,0,re.findall:0.113|re.findall:0.110|re.findall:0.103
664,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.110|re.findall:0.103
665,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.110|re.findall:0.103
666,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.103|re.findall:0.084
667,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.103|re.findall:0.100
668,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.103|re.findall:0.100
669,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.103|re.findall:0.100
670,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.103|re.findall:0.100
671,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.103|re.findall:0.100
672,Pattern Extraction,standard,-1.0,0,re.findall:0.079|re.findall:0.073|re.findall:0.067
673,Pattern Extraction,standard,-1.0,0,re.findall:0.079|re.findall:0.075|re.findall:0.075
674,Pattern Extraction,standard,-1.0,0,re.findall:0.088|re.findall:0.084|re.findall:0.076
675,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.084
676,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.087|re.findall:0.083
677,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.087
678,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.093|re.findall:0.081
679,Pattern Extraction,standard,-1.0,0,re.findall:0.116|re.findall:0.102|re.findall:0.082
680,Pattern Extraction,standard,-1.0,0,re.findall:0.131|re.findall:0.118|re.findall:0.085
681,Pattern Extraction,standard,-1.0,0,re.findall:0.141|re.findall:0.130|re.findall:0.088
682,Pattern Extraction,standard,-1.0,0,re.findall:0.149|re.findall:0.143|re.findall:0.092
683,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.143|re.findall:0.100
684,Pattern Extraction,standard,-1.0,0,re.findall:0.138|re.findall:0.138|re.findall:0.099
685,Pattern Extraction,standard,1.0,1,re.findall:0.138|re.findall:0.138|re.findall:0.100
686,Pattern Extraction,standard,-1.0,0,re.findall:0.123|re.findall:0.121|re.findall:0.111
687,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.111
688,Pattern Extraction,standard,1.0,1,re.findall:0.123|re.findall:0.121|re.findall:0.111
689,Pattern Extraction,standard,-1.0,0,re.findall:0.114|re.findall:0.101|re.findall:0.092
690,Pattern Extraction,standard,1.0,1,re.findall:0.114|re.findall:0.101|re.findall:0.100
691,Pattern Extraction,standard,1.0,1,re.findall:0.114|re.findall:0.101|re.findall:0.100
692,Pattern Extraction,standard,1.0,1,re.findall:0.114|re.findall:0.101|re.findall:0.100
693,Pattern Extraction,standard,1.0,1,re.findall:0.114|re.findall:0.101|re.findall:0.100
694,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.089|re.findall:0.075
695,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.097|re.findall:0.089
696,Pattern Extraction,standard,-1.0,0,re.findall:0.103|re.findall:0.093|re.findall:0.092
697,Pattern Extraction,standard,-1.0,0,re.findall:0.117|re.findall:0.105|re.findall:0.103
698,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.105|re.findall:0.103
699,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.110|re.findall:0.108
700,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.110|re.findall:0.108
701,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.112|re.findall:0.109
702,Pattern Extraction,standard,-1.0,0,re.findall:0.122|re.findall:0.119|re.findall:0.117
703,Pattern Extraction,standard,-1.0,0,re.findall:0.130|re.findall:0.120|re.findall:0.117
704,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.120|re.findall:0.117
705,Pattern Extraction,standard,-1.0,0,re.findall:0.122|re.findall:0.114|re.findall:0.107
706,Pattern Extraction,standard,1.0,1,re.findall:0.122|re.findall:0.114|re.findall:0.107
707,Pattern Extraction,standard,1.0,1,re.findall:0.122|re.findall:0.114|re.findall:0.107
708,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.101|re.findall:0.101
709,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.101|re.findall:0.101
710,Pattern Extraction,standard,-1.0,0,re.findall:0.098|re.findall:0.094|re.findall:0.092
711,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.098|re.findall:0.094
712,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.098
713,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.086|re.findall:0.086
714,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.097|re.findall:0.093
715,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.099|re.findall:0.097
716,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
717,Pattern Extraction,standard,-1.0,0,re.findall:0.096|re.findall:0.087|re.findall:0.086
718,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.087
719,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
720,Pattern Extraction,standard,-1.0,0,re.findall:0.086|re.findall:0.086|re.findall:0.086
721,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.086
722,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.088|re.findall:0.088
723,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.088
724,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
725,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
726,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.079|re.findall:0.079
727,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.079
728,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.085|re.findall:0.081
729,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.085
730,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
731,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.084|re.findall:0.080
732,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.084
733,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.088|re.findall:0.085
734,Pattern Extraction,standard,-1.0,0,re.findall:0.106|re.findall:0.100|re.findall:0.095
735,Pattern Extraction,standard,-1.0,0,re.findall:0.130|re.findall:0.113|re.findall:0.104
736,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.113|re.findall:0.104
737,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.113|re.findall:0.104
738,Pattern Extraction,standard,-1.0,0,re.findall:0.134|re.findall:0.109|re.findall:0.084
739,Pattern Extraction,standard,1.0,1,re.findall:0.134|re.findall:0.109|re.findall:0.100
740,Pattern Extraction,standard,-1.0,0,re.findall:0.142|re.findall:0.111|re.findall:0.088
741,Pattern Extraction,standard,-1.0,0,re.findall:0.149|re.findall:0.113|re.findall:0.105
742,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.113|re.findall:0.105
743,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.113|re.findall:0.105
744,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.113|re.findall:0.105
745,Pattern Extraction,standard,-1.0,0,re.findall:0.121|re.findall:0.091|re.findall:0.082
746,Pattern Extraction,standard,1.0,1,re.findall:0.121|re.findall:0.100|re.findall:0.091
747,Pattern Extraction,standard,-1.0,0,re.findall:0.112|re.findall:0.088|re.findall:0.082
748,Pattern Extraction,standard,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.088
749,Pattern Extraction,standard,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.100
750,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.085|re.findall:0.082
751,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.091|re.findall:0.088
752,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.091
753,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
754,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
755,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
756,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
757,Pattern Extraction,standard,-1.0,0,re.findall:0.068|re.findall:0.068|re.findall:0.067
758,Pattern Extraction,standard,-1.0,0,re.findall:0.076|re.findall:0.076|re.findall:0.069
759,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.076|re.findall:0.076
760,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.076
761,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.075
762,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.089|re.findall:0.079
763,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.089
764,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.097|re.findall:0.091
765,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.109|re.findall:0.094
766,Pattern Extraction,standard,-1.0,0,re.findall:0.127|re.findall:0.118|re.findall:0.091
767,Pattern Extraction,standard,1.0,1,re.findall:0.127|re.findall:0.118|re.findall:0.100
768,Pattern Extraction,standard,-1.0,0,re.findall:0.129|re.findall:0.114|re.findall:0.089
769,Pattern Extraction,standard,1.0,1,re.findall:0.129|re.findall:0.114|re.findall:0.100
770,Pattern Extraction,standard,-1.0,0,re.findall:0.132|re.findall:0.108|re.findall:0.088
771,Pattern Extraction,standard,1.0,1,re.findall:0.132|re.findall:0.108|re.findall:0.100
772,Pattern Extraction,standard,1.0,1,re.findall:0.132|re.findall:0.108|re.findall:0.100
773,Pattern Extraction,standard,1.0,1,re.findall:0.132|re.findall:0.108|re.findall:0.100
774,Pattern Extraction,standard,1.0,1,re.findall:0.132|re.findall:0.108|re.findall:0.100
775,Pattern Extraction,standard,1.0,1,re.findall:0.132|re.findall:0.108|re.findall:0.100
776,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.069|re.findall:0.069
777,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.079|re.findall:0.079
778,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.094|re.findall:0.094
779,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.094
780,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.100
781,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.089|re.findall:0.084
782,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.097|re.findall:0.096
783,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.115|re.findall:0.104
784,Pattern Extraction,standard,-1.0,0,re.findall:0.142|re.findall:0.140|re.findall:0.106
785,Pattern Extraction,standard,1.0,1,re.findall:0.142|re.findall:0.140|re.findall:0.106
786,Pattern Extraction,standard,-1.0,0,re.findall:0.153|re.findall:0.151|re.findall:0.102
787,Pattern Extraction,standard,1.0,1,re.findall:0.153|re.findall:0.151|re.findall:0.102
788,Pattern Extraction,standard,1.0,1,re.findall:0.153|re.findall:0.151|re.findall:0.102
789,Pattern Extraction,standard,-1.0,0,re.findall:0.144|re.findall:0.143|re.findall:0.088
790,Pattern Extraction,standard,-1.0,0,re.findall:0.158|re.findall:0.146|re.findall:0.090
791,Pattern Extraction,standard,-1.0,0,re.findall:0.168|re.findall:0.142|re.findall:0.101
792,Pattern Extraction,standard,1.0,1,re.findall:0.168|re.findall:0.142|re.findall:0.101
793,Pattern Extraction,standard,-1.0,0,re.findall:0.156|re.findall:0.120|re.findall:0.105
794,Pattern Extraction,standard,1.0,1,re.findall:0.156|re.findall:0.120|re.findall:0.105
795,Pattern Extraction,standard,1.0,1,re.findall:0.156|re.findall:0.120|re.findall:0.105
796,Pattern Extraction,standard,1.0,1,re.findall:0.156|re.findall:0.120|re.findall:0.105
797,Pattern Extraction,standard,-1.0,0,re.findall:0.118|re.findall:0.093|re.findall:0.082
798,Pattern Extraction,standard,1.0,1,re.findall:0.118|re.findall:0.100|re.findall:0.093
799,Pattern Extraction,standard,1.0,1,re.findall:0.118|re.findall:0.100|re.findall:0.100
800,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.087|re.findall:0.083
801,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.087
802,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.091|re.findall:0.081
803,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.108|re.findall:0.085
804,Pattern Extraction,standard,-1.0,0,re.findall:0.136|re.findall:0.124|re.findall:0.090
805,Pattern Extraction,standard,1.0,1,re.findall:0.136|re.findall:0.124|re.findall:0.100
806,Pattern Extraction,standard,1.0,1,re.findall:0.136|re.findall:0.124|re.findall:0.100
807,Pattern Extraction,standard,1.0,1,re.findall:0.136|re.findall:0.124|re.findall:0.100
808,Pattern Extraction,standard,-1.0,0,re.findall:0.125|re.findall:0.110|re.findall:0.076
809,Pattern Extraction,standard,-1.0,0,re.findall:0.149|re.findall:0.119|re.findall:0.082
810,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.119|re.findall:0.100
811,Pattern Extraction,standard,1.0,1,re.findall:0.149|re.findall:0.119|re.findall:0.100
812,Pattern Extraction,standard,-1.0,0,re.findall:0.137|re.findall:0.108|re.findall:0.086
813,Pattern Extraction,standard,1.0,1,re.findall:0.137|re.findall:0.108|re.findall:0.100
814,Pattern Extraction,standard,-1.0,0,re.findall:0.125|re.findall:0.100|re.findall:0.094
815,Pattern Extraction,standard,1.0,1,re.findall:0.125|re.findall:0.100|re.findall:0.100
816,Pattern Extraction,standard,-1.0,0,re.findall:0.104|re.findall:0.101|re.findall:0.095
817,Pattern Extraction,standard,-1.0,0,re.findall:0.120|re.findall:0.104|re.findall:0.102
818,Pattern Extraction,standard,-1.0,0,re.findall:0.134|re.findall:0.114|re.findall:0.110
819,Pattern Extraction,standard,1.0,1,re.findall:0.134|re.findall:0.114|re.findall:0.110
820,Pattern Extraction,standard,1.0,1,re.findall:0.134|re.findall:0.114|re.findall:0.110
821,Pattern Extraction,standard,-1.0,0,re.findall:0.120|re.findall:0.110|re.findall:0.094
822,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.110|re.findall:0.100
823,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.110|re.findall:0.100
824,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.110|re.findall:0.100
825,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.110|re.findall:0.100
826,Pattern Extraction,standard,-1.0,0,re.findall:0.086|re.findall:0.083|re.findall:0.075
827,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.083
828,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.086
829,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.083|re.findall:0.072
830,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.086|re.findall:0.084
831,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.097|re.findall:0.086
832,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.089|re.findall:0.083
833,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.098|re.findall:0.095
834,Pattern Extraction,standard,-1.0,0,re.findall:0.125|re.findall:0.109|re.findall:0.109
835,Pattern Extraction,standard,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.109
836,Pattern Extraction,standard,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.109
837,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.101|re.findall:0.099
838,Pattern Extraction,standard,-1.0,0,re.findall:0.112|re.findall:0.105|re.findall:0.101
839,Pattern Extraction,standard,1.0,1,re.findall:0.112|re.findall:0.105|re.findall:0.101
840,Pattern Extraction,standard,-1.0,0,re.findall:0.109|re.findall:0.103|re.findall:0.098
841,Pattern Extraction,standard,1.0,1,re.findall:0.109|re.findall:0.103|re.findall:0.100
842,Pattern Extraction,standard,1.0,1,re.findall:0.109|re.findall:0.103|re.findall:0.100
843,Pattern Extraction,standard,1.0,1,re.findall:0.109|re.findall:0.103|re.findall:0.100
844,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.086|re.findall:0.081
845,Pattern Extraction,standard,-1.0,0,re.findall:0.101|re.findall:0.095|re.findall:0.091
846,Pattern Extraction,standard,-1.0,0,re.findall:0.117|re.findall:0.106|re.findall:0.093
847,Pattern Extraction,standard,-1.0,0,re.findall:0.134|re.findall:0.108|re.findall:0.102
848,Pattern Extraction,standard,-1.0,0,re.findall:0.138|re.findall:0.115|re.findall:0.114
849,Pattern Extraction,standard,1.0,1,re.findall:0.138|re.findall:0.115|re.findall:0.114
850,Pattern Extraction,standard,1.0,1,re.findall:0.138|re.findall:0.115|re.findall:0.114
851,Pattern Extraction,standard,1.0,1,re.findall:0.138|re.findall:0.115|re.findall:0.114
852,Pattern Extraction,standard,-1.0,0,re.findall:0.105|re.findall:0.099|re.findall:0.098
853,Pattern Extraction,standard,-1.0,0,re.findall:0.107|re.findall:0.106|re.findall:0.100
854,Pattern Extraction,standard,1.0,1,re.findall:0.107|re.findall:0.106|re.findall:0.100
855,Pattern Extraction,standard,1.0,1,re.findall:0.107|re.findall:0.106|re.findall:0.100
856,Pattern Extraction,standard,1.0,1,re.findall:0.107|re.findall:0.106|re.findall:0.100
857,Pattern Extraction,standard,-1.0,0,re.findall:0.088|re.findall:0.085|re.findall:0.082
858,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.096|re.findall:0.092
859,Pattern Extraction,standard,-1.0,0,re.findall:0.120|re.findall:0.119|re.findall:0.095
860,Pattern Extraction,standard,1.0,1,re.findall:0.120|re.findall:0.119|re.findall:0.100
861,Pattern Extraction,standard,-1.0,0,re.findall:0.133|re.findall:0.120|re.findall:0.093
862,Pattern Extraction,standard,1.0,1,re.findall:0.133|re.findall:0.120|re.findall:0.100
863,Pattern Extraction,standard,1.0,1,re.findall:0.133|re.findall:0.120|re.findall:0.100
864,Pattern Extraction,standard,1.0,1,re.findall:0.133|re.findall:0.120|re.findall:0.100
865,Pattern Extraction,standard,1.0,1,re.findall:0.133|re.findall:0.120|re.findall:0.100
866,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.087|re.findall:0.074
867,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.100|re.findall:0.087
868,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.100|re.findall:0.100
869,Pattern Extraction,standard,-1.0,0,re.findall:0.114|re.findall:0.085|re.findall:0.081
870,Pattern Extraction,standard,-1.0,0,re.findall:0.129|re.findall:0.093|re.findall:0.084
871,Pattern Extraction,standard,-1.0,0,re.findall:0.141|re.findall:0.104|re.findall:0.099
872,Pattern Extraction,standard,1.0,1,re.findall:0.141|re.findall:0.104|re.findall:0.100
873,Pattern Extraction,standard,-1.0,0,re.findall:0.136|re.findall:0.105|re.findall:0.100
874,Pattern Extraction,standard,1.0,1,re.findall:0.136|re.findall:0.105|re.findall:0.100
875,Pattern Extraction,standard,-1.0,0,re.findall:0.122|re.findall:0.112|re.findall:0.093
876,Pattern Extraction,standard,1.0,1,re.findall:0.122|re.findall:0.112|re.findall:0.100
877,Pattern Extraction,standard,-1.0,0,re.findall:0.117|re.findall:0.110|re.findall:0.093
878,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.110|re.findall:0.100
879,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.110|re.findall:0.100
880,Pattern Extraction,standard,1.0,1,re.findall:0.117|re.findall:0.110|re.findall:0.100
881,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.083|re.findall:0.080
882,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.083
883,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.093|re.findall:0.083
884,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.097|re.findall:0.096
885,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.097
886,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.100
887,Pattern Extraction,standard,-1.0,0,re.findall:0.100|re.findall:0.091|re.findall:0.086
888,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.102|re.findall:0.095
889,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.102|re.findall:0.100
890,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.102|re.findall:0.100
891,Pattern Extraction,standard,1.0,1,re.findall:0.111|re.findall:0.102|re.findall:0.100
892,Pattern Extraction,standard,-1.0,0,re.findall:0.087|re.findall:0.085|re.findall:0.083
893,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.085
894,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.084|re.findall:0.084
895,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.084
896,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
897,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
898,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.078|re.findall:0.078
899,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.078
900,Pattern Extraction,standard,-1.0,0,re.findall:0.086|re.findall:0.085|re.findall:0.083
901,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.093|re.findall:0.090
902,Pattern Extraction,standard,-1.0,0,re.findall:0.113|re.findall:0.101|re.findall:0.097
903,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.101|re.findall:0.100
904,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.101|re.findall:0.100
905,Pattern Extraction,standard,1.0,1,re.findall:0.113|re.findall:0.101|re.findall:0.100
906,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.086|re.findall:0.079
907,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.086
908,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
909,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
910,Pattern Extraction,standard,-1.0,0,re.findall:0.078|re.findall:0.078|re.findall:0.071
911,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.089|re.findall:0.077
912,Pattern Extraction,standard,-1.0,0,re.findall:0.104|re.findall:0.100|re.findall:0.088
913,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.111|re.findall:0.102
914,Pattern Extraction,standard,-1.0,0,re.findall:0.130|re.findall:0.118|re.findall:0.117
915,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.118|re.findall:0.117
916,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.118|re.findall:0.117
917,Pattern Extraction,standard,1.0,1,re.findall:0.130|re.findall:0.118|re.findall:0.117
918,Pattern Extraction,standard,-1.0,0,re.findall:0.111|re.findall:0.098|re.findall:0.095
